datetime,date,vt_symbol,product_vt_symbol,position_direction,direction,offset,reason,volume,price,old_stop,new_stop,old_stop_distance,new_stop_distance,old_stop_distance_pct,new_stop_distance_pct,signal_low,signal_close,stop_loss_pct,old_case,contract_vt_symbol,signal,entry_context,selected_volume_before,selected_volume_after,reduced_volume,estimated_equity,reserved_margin_before,margin_per_contract,broker_margin_multiplier,cap_ratio,max_affordable_volume,projected_broker10_margin_to_equity_before,projected_broker10_margin_to_equity_after,profile,start_month,variant,account_capital,c3_capital
2021-02-23 00:00:00+08:00,2021-02-23,rb2105.SHFE,rb.SHFE,long,long,RiskSizing,broker10_margin_cap_reduce,20,4552.0,,,,,,,,,,,rb2105.SHFE,long_case2,flat_entry,61.0,41.0,20.0,1322122.1,612406.2,4552.0,1.65,1.0,41.0,1.1108119514831494,0.9971946085766207,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-02-24,2021-02-24,hc2105.SHFE,hc.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,4816.0,4719.68,4750.0,96.31999999999971,66.0,0.019999999999999938,0.013704318936877076,4750.0,4816.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-02-24 00:00:00+08:00,2021-02-24,jm2105.DCE,jm.DCE,short,short,RiskSizing,broker10_margin_cap_reduce,7,1483.0,,,,,,,,,,,jm2105.DCE,short_case1a,flat_entry,18.0,11.0,7.0,1345332.1,615191.4,17796.0,1.65,1.0,11.0,1.1473798997288476,0.9945969549080111,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-02-25 00:00:00+08:00,2021-02-25,cu2104.SHFE,cu.SHFE,long,Short,Close,long_rsi_partial_exit_half,1,70150.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-02-26 00:00:00+08:00,2021-02-26,ru2105.SHFE,ru.SHFE,long,Short,Close,long_base_stop,5,15990.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-03-01,2021-03-01,MA105.CZCE,MA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2531.0,2446.0,2480.38,85.0,50.61999999999989,0.033583563808771234,0.019999999999999955,2446.0,2531.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-03-01 00:00:00+08:00,2021-03-01,cu2104.SHFE,cu.SHFE,long,Short,Close,long_prev2day_stop,2,67450.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-03-02 00:00:00+08:00,2021-03-02,OI105.CZCE,OI.CZCE,long,Short,Close,long_prev2day_stop,12,10448.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-03-04 00:00:00+08:00,2021-03-04,CF105.CZCE,CF.CZCE,long,Short,Close,long_prev2day_stop,25,16080.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-03-09,2021-03-09,fu2105.SHFE,fu.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2572.0,2520.56,2554.0,51.440000000000055,18.0,0.02000000000000002,0.006998444790046656,2554.0,2572.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-03-10 00:00:00+08:00,2021-03-10,MA105.CZCE,MA.CZCE,long,Short,Close,long_prev2day_stop,28,2470.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-03-17,2021-03-17,SA105.CZCE,SA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,1997.0,1905.0,1957.06,92.0,39.940000000000055,0.04606910365548322,0.020000000000000028,1905.0,1997.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-03-18 00:00:00+08:00,2021-03-18,SA105.CZCE,SA.CZCE,long,Short,Close,stage847_intraday_retry_failed_05r_stop,32,1978.53,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-03-22,2021-03-22,hc2105.SHFE,hc.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,5097.0,4995.0599999999995,5016.0,101.94000000000051,81.0,0.0200000000000001,0.015891701000588582,5016.0,5097.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-04-08 00:00:00+08:00,2021-04-08,hc2105.SHFE,hc.SHFE,long,Short,Close,long_prev2day_stop,62,5490.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-04-12 00:00:00+08:00,2021-04-12,lh2109.DCE,lh.DCE,short,Long,Close,stage847_intraday_retry_failed_05r_stop,4,26950.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-04-13,2021-04-13,FG109.CZCE,FG.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2164.0,2120.72,2133.0,43.2800000000002,31.0,0.020000000000000094,0.01432532347504621,2133.0,2164.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-04-20,2021-04-20,rb2110.SHFE,rb.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,5165.0,5061.7,5070.0,103.30000000000018,95.0,0.020000000000000035,0.018393030009680542,5070.0,5165.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-04-22,2021-04-22,hc2110.SHFE,hc.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,5552.0,5440.96,5475.0,111.03999999999996,77.0,0.019999999999999993,0.013868876080691643,5475.0,5552.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-04-30,2021-04-30,MA109.CZCE,MA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2441.0,2392.18,2431.0,48.820000000000164,10.0,0.020000000000000066,0.004096681687832855,2431.0,2441.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-04-30 00:00:00+08:00,2021-04-30,MA109.CZCE,MA.CZCE,long,Short,Close,forced_margin_deleverage,68,2441.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-06 00:00:00+08:00,2021-05-06,FG109.CZCE,FG.CZCE,long,Short,Close,long_rsi_partial_exit_half,37,2526.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-07,2021-05-07,SM109.CZCE,SM.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,7436.0,7287.28,7336.0,148.72000000000025,100.0,0.020000000000000035,0.013448090371167294,7336.0,7436.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-07,2021-05-07,fu2109.SHFE,fu.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2567.0,2515.66,2541.0,51.340000000000146,26.0,0.020000000000000056,0.01012855473315154,2541.0,2567.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-07,2021-05-07,sp2106.SHFE,sp.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,7384.0,7178.0,7236.32,206.0,147.6800000000003,0.02789815817984832,0.02000000000000004,7178.0,7384.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-10,2021-05-10,CF109.CZCE,CF.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,16100.0,15778.0,15905.0,322.0,195.0,0.02,0.012111801242236025,15905.0,16100.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-10,2021-05-10,OI109.CZCE,OI.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,10951.0,10731.98,10885.0,219.02000000000044,66.0,0.02000000000000004,0.006026846863300155,10885.0,10951.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-10,2021-05-10,au2106.SHFE,au.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,381.76,374.1248,380.36,7.6351999999999975,1.3999999999999773,0.019999999999999993,0.0036672254819781467,380.36,381.76,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-14,2021-05-14,SA109.CZCE,SA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2201.0,2123.0,2156.98,78.0,44.01999999999998,0.03543843707405725,0.01999999999999999,2123.0,2201.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-14 00:00:00+08:00,2021-05-14,FG109.CZCE,FG.CZCE,long,Short,Close,long_prev2day_stop,38,2750.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-14 00:00:00+08:00,2021-05-14,hc2110.SHFE,hc.SHFE,long,Short,Close,long_prev2day_stop,19,6135.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-14 00:00:00+08:00,2021-05-14,rb2110.SHFE,rb.SHFE,long,Short,Close,long_prev2day_stop,26,5641.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-20 00:00:00+08:00,2021-05-20,MA109.CZCE,MA.CZCE,long,Short,Close,long_prev2day_stop,108,2551.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-21,2021-05-21,SM109.CZCE,SM.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,7536.0,7385.28,7464.0,150.72000000000025,72.0,0.020000000000000035,0.009554140127388535,7464.0,7536.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-24 00:00:00+08:00,2021-05-24,SM109.CZCE,SM.CZCE,long,Short,Close,long_base_stop,152,7460.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-05-26,2021-05-26,AP110.CZCE,AP.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,6003.0,5882.94,5959.0,120.0600000000004,44.0,0.020000000000000066,0.007329668499083792,5959.0,6003.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-06-01,2021-06-01,SM109.CZCE,SM.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,7772.0,7616.5599999999995,7704.0,155.4400000000005,68.0,0.020000000000000066,0.008749356664951106,7704.0,7772.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-06-02 00:00:00+08:00,2021-06-02,SM109.CZCE,SM.CZCE,long,Short,Close,stage847_intraday_retry_failed_05r_stop,143,7720.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-06-02 00:00:00+08:00,2021-06-02,AP110.CZCE,AP.CZCE,long,Short,Close,long_prev2day_stop,99,6150.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-06-04,2021-06-04,fu2109.SHFE,fu.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2629.0,2566.0,2576.42,63.0,52.57999999999993,0.02396348421453024,0.019999999999999973,2566.0,2629.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-06-08,2021-06-08,AP110.CZCE,AP.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,6226.0,6101.48,6139.0,124.52000000000044,87.0,0.02000000000000007,0.013973658849983939,6139.0,6226.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-06-11 00:00:00+08:00,2021-06-11,hc2110.SHFE,hc.SHFE,short,Long,Close,stage847_intraday_05r_stop_no_reentry,65,5485.5,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-06-17,2021-06-17,fu2109.SHFE,fu.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2687.0,2633.2599999999998,2654.0,53.74000000000024,33.0,0.020000000000000087,0.012281354670636397,2654.0,2687.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-06-21 00:00:00+08:00,2021-06-21,AP110.CZCE,AP.CZCE,long,Short,Close,long_prev2day_stop,59,6191.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-06-24,2021-06-24,FG109.CZCE,FG.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2779.0,2682.0,2723.42,97.0,55.57999999999993,0.03490464195753868,0.019999999999999973,2682.0,2779.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-01 00:00:00+08:00,2021-07-01,FG109.CZCE,FG.CZCE,long,Short,Close,long_prev2day_stop,46,2782.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-02,2021-07-02,CF109.CZCE,CF.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,16285.0,15959.3,15975.0,325.7000000000007,310.0,0.020000000000000046,0.01903592262818545,15975.0,16285.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-09,2021-07-09,rb2110.SHFE,rb.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,5428.0,5280.0,5319.44,148.0,108.5600000000004,0.027266028002947678,0.020000000000000073,5280.0,5428.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-13,2021-07-13,hc2110.SHFE,hc.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,5867.0,5749.66,5801.0,117.34000000000015,66.0,0.020000000000000025,0.011249360831770923,5801.0,5867.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-14,2021-07-14,MA109.CZCE,MA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2667.0,2613.66,2618.0,53.340000000000146,49.0,0.020000000000000056,0.01837270341207349,2618.0,2667.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-20,2021-07-20,SM109.CZCE,SM.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,7878.0,7720.44,7762.0,157.5600000000004,116.0,0.020000000000000052,0.014724549378014725,7762.0,7878.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-21,2021-07-21,jm2109.DCE,jm.DCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2090.0,2048.2,2056.0,41.80000000000018,34.0,0.020000000000000087,0.016267942583732056,2056.0,2090.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-26 00:00:00+08:00,2021-07-26,MA109.CZCE,MA.CZCE,long,Short,Close,long_prev2day_stop,84,2673.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-27 00:00:00+08:00,2021-07-27,hc2110.SHFE,hc.SHFE,long,Short,Close,long_prev2day_stop,45,5896.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-27 00:00:00+08:00,2021-07-27,rb2110.SHFE,rb.SHFE,long,Short,Close,long_prev2day_stop,42,5613.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-29,2021-07-29,SM109.CZCE,SM.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,7960.0,7800.8,7902.0,159.19999999999982,58.0,0.019999999999999976,0.00728643216080402,7902.0,7960.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-30 00:00:00+08:00,2021-07-30,SM109.CZCE,SM.CZCE,long,Short,Close,stage827_intraday_c2_1r_stop,176,7902.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-30,2021-07-30,au2112.SHFE,au.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,382.5,374.84999999999997,381.22,7.650000000000034,1.2799999999999727,0.02000000000000009,0.0033464052287580986,381.22,382.5,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-30,2021-07-30,cu2109.SHFE,cu.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,71820.0,70383.6,71290.0,1436.3999999999942,530.0,0.01999999999999992,0.007379560011138958,71290.0,71820.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-07-30 00:00:00+08:00,2021-07-30,CF109.CZCE,CF.CZCE,long,Short,Close,long_prev2day_stop,33,17335.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-02 00:00:00+08:00,2021-08-02,au2112.SHFE,au.SHFE,long,Short,Close,long_base_stop,20,377.84,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-03 00:00:00+08:00,2021-08-03,cu2109.SHFE,cu.SHFE,long,Short,Close,long_prev2day_stop,20,70450.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-04,2021-08-04,ru2109.SHFE,ru.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,13505.0,13234.9,13260.0,270.10000000000036,245.0,0.020000000000000028,0.01814142910033321,13260.0,13505.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-09 00:00:00+08:00,2021-08-09,ru2109.SHFE,ru.SHFE,long,Short,Close,rollover_close,27,13620.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-09,2021-08-09,ru2201.SHFE,ru.SHFE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,14835.0,14538.3,14750.0,296.7000000000007,85.0,0.02000000000000005,0.005729693292888439,14750.0,14835.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-10,2021-08-10,SA201.CZCE,SA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2656.0,2602.88,2620.0,53.11999999999989,36.0,0.01999999999999996,0.01355421686746988,2620.0,2656.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-12 00:00:00+08:00,2021-08-12,ru2201.SHFE,ru.SHFE,long,Short,Close,long_prev2day_stop,27,14625.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-16,2021-08-16,CF201.CZCE,CF.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,18145.0,17782.1,17870.0,362.90000000000146,275.0,0.02000000000000008,0.015155690272802424,17870.0,18145.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-16,2021-08-16,MA201.CZCE,MA.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,2847.0,2790.06,2810.0,56.940000000000055,37.0,0.020000000000000018,0.012996136283807516,2810.0,2847.0,0.02,basic_min_distance,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-16 00:00:00+08:00,2021-08-16,CF201.CZCE,CF.CZCE,long,Short,Close,forced_margin_deleverage,45,18145.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-18 00:00:00+08:00,2021-08-18,SA201.CZCE,SA.CZCE,long,Short,Close,long_prev2day_stop,68,2696.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-19 00:00:00+08:00,2021-08-19,MA201.CZCE,MA.CZCE,long,Short,Close,long_prev2day_stop,225,2813.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-20 00:00:00+08:00,2021-08-20,CF201.CZCE,CF.CZCE,long,Short,Close,long_prev2day_stop,27,17595.0,,,,,,,,,,,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
2021-08-31,2021-08-31,SM201.CZCE,SM.CZCE,long,long,RiskSizing,long_tighter_initial_stop_adjust,0,8654.0,8460.0,8480.92,194.0,173.07999999999993,0.022417379246591172,0.01999999999999999,8460.0,8654.0,0.02,day_low,,,,,,,,,,,,,,,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0
